,,,t,Rf,VE,VT,VO2,VCO2,VE/VO2,VE/VCO2,VO2/Kg,R,HR,Power,RPM,Load3,Phase
,,,hh:mm:ss,b/min,l/min,l,ml/min,ml/min,---,---,ml/min/Kg,---,bpm,Watt,1/min,Watt,---

,,,00:10:41,24.59016393,75.99187835,3.090336386,3210.549593,2966.197299,23.66942985,25.61929322,40.53724233,0.923890821,137,266,98,0,3
,,,00:10:44,24.48979592,74.13310483,3.02710178,3185.935193,2940.649739,23.2688678,25.20977042,40.22645446,0.923009905,137,266,97,0,3
,,,00:10:46,25.10460251,77.91452524,3.103595255,3335.524413,3085.220822,23.35900314,25.25411623,42.11520723,0.92495825,139,266,97,0,3
,,,00:10:49,23.4375,72.76441801,3.104615168,3144.300509,2918.015016,23.14168693,24.93627264,39.700764,0.928033121,139,266,96,0,3
,,,00:10:51,24,73.62955921,3.0678983,3241.385809,2980.395055,22.71545677,24.70463071,40.9265885,0.919481737,138,266,96,0,3
,,,00:10:54,24.19354839,75.30905982,3.112774472,3335.560842,3050.644066,22.57763039,24.68628204,42.11566719,0.914582048,139,266,96,0,3
,,,00:10:56,24.09638554,76.0388149,3.155610818,3284.426015,3044.058498,23.15132524,24.97941972,41.47002545,0.926815975,139,266,96,0,3
,,,00:10:59,24.3902439,78.23478979,3.207626381,3388.414703,3092.757134,23.08890636,25.29613106,42.78301393,0.912744574,139,266,95,0,3
,,,00:11:01,23.71541502,74.20774104,3.12909308,3196.506677,2946.262102,23.21526232,25.1870806,40.35993279,0.921713107,140,304,94,0,3
,,,00:11:04,23.4375,67.55330003,2.882274135,3005.303331,2741.371975,22.47803053,24.64215022,37.94574913,0.912178131,140,304,92,0,3
,,,00:11:06,23.3463035,72.50509918,3.105635081,3271.514238,2935.994816,22.1625504,24.69524087,41.30699795,0.897442164,141,304,94,0,3
,,,00:11:08,28.16901408,86.76442976,3.080137256,3867.91704,3407.262552,22.43182283,25.4645565,48.83733636,0.880903731,141,304,93,0,3
,,,00:11:11,24.29149798,84.80555939,3.491162195,3728.573493,3347.872096,22.74477345,25.3311826,47.07794814,0.897896234,141,304,94,0,3
,,,00:11:14,23.16602317,77.02508979,3.324916376,3362.241171,3072.763983,22.90885331,25.06703744,42.45254004,0.913903503,142,304,96,0,3
,,,00:11:16,22.81368821,75.59765779,3.313697333,3284.590401,3006.427255,23.01585543,25.14534741,41.47210102,0.915312684,142,304,97,0,3
,,,00:11:19,24.69135802,81.76932116,3.311657507,3563.596327,3269.035393,22.94573057,25.0132872,44.99490311,0.917341667,142,304,97,0,3
,,,00:11:21,25.64102564,83.21444006,3.245363162,3436.00574,3205.424228,24.21836468,25.9605076,43.38391086,0.932892571,142,304,96,0,3
,,,00:11:23,24.29149798,81.98118493,3.374892113,3454.750267,3211.139271,23.72998874,25.53024893,43.62058418,0.929485208,144,304,96,0,3
,,,00:11:26,25.3164557,86.3956682,3.412628894,3610.27494,3365.307649,23.9304955,25.67244283,45.58427954,0.932147192,146,304,96,0,3
,,,00:11:28,25.86206897,86.17385605,3.332055767,3542.110364,3318.442655,24.32839386,25.96816187,44.72361571,0.936854675,145,304,96,0,3
,,,00:11:30,25.64102564,85.01890152,3.315737159,3558.962646,3293.054514,23.88867486,25.81764169,44.93639705,0.925284933,144,304,96,0,3
,,,00:11:33,26.66666667,88.8004251,3.330015941,3568.522295,3338.471412,24.88436887,26.59912701,45.05709968,0.935533292,143,304,96,0,3
,,,00:11:35,25.42372881,86.19129173,3.390190808,3495.13452,3287.686353,24.66036464,26.21639733,44.13048637,0.940646586,143,304,97,0,3
,,,00:11:37,25.3164557,87.76415906,3.466684283,3621.594538,3413.669762,24.23356843,25.70962196,45.72720376,0.942587506,143,304,98,0,3
,,,00:11:40,25.10460251,88.97567375,3.544197671,3603.754409,3389.297732,24.68971624,26.25194975,45.50194961,0.940490762,144,304,97,0,3
,,,00:11:42,26.31578947,91.84584952,3.490142282,3697.117805,3497.005684,24.84255422,26.26414076,46.68078036,0.94587348,144,304,98,0,3
,,,00:11:44,25,87.94199832,3.517679933,3608.90676,3415.70792,24.36804389,25.74634611,45.56700455,0.946466104,144,304,97,0,3
,,,00:11:47,26.66666667,93.72320517,3.514620194,3656.637435,3498.28654,25.63098115,26.79117451,46.16966458,0.956694942,144,304,97,0,3
,,,00:11:49,27.77777778,92.41545006,3.326956202,3600.579118,3478.350834,25.66682943,26.5687547,45.46185755,0.96605316,145,304,96,0,3
,,,00:11:51,25.97402597,87.23567546,3.358573505,3504.642032,3390.073244,24.89146528,25.73268162,44.25053071,0.967309418,146,304,96,0,3
,,,00:11:53,26.78571429,89.52468474,3.342254897,3605.703266,3425.518871,24.82863346,26.13463481,45.52655639,0.950027947,146,304,96,0,3
,,,00:11:56,24.59016393,83.01423015,3.375912026,3444.31247,3263.100237,24.10182899,25.44029424,43.48879381,0.947387981,146,304,97,0,3
,,,00:11:58,26.9058296,79.27879785,2.946528654,3222.553701,3050.426223,24.60123405,25.98941658,40.68880936,0.946586622,146,304,97,0,3
,,,00:12:00,26.08695652,83.59739067,3.204566642,3570.13655,3340.6925,23.4157404,25.02397053,45.0774817,0.935732416,146,342,0,0,3
,,,00:12:02,29.26829268,98.06090345,3.350414201,3967.331728,3683.511423,24.71709203,26.62158256,50.09257232,0.928460657,146,342,95,0,3
,,,00:12:05,28.43601896,95.67847345,3.364692983,3790.384264,3526.468356,25.2424205,27.13152758,47.85838718,0.930372255,147,342,94,0,3
,,,00:12:07,28.57142857,95.93010263,3.357553592,3745.272465,3520.985519,25.61365122,27.24524202,47.28879375,0.940114652,147,342,96,0,3
,,,00:12:09,28.70813397,93.60751743,3.260661857,3751.389328,3503.322121,24.95275997,26.71964329,47.36602687,0.933873244,147,342,96,0,3
,,,00:12:11,27.02702703,88.89782219,3.289219421,3594.141759,3384.86872,24.73408901,26.26329986,45.38057776,0.94177385,147,342,94,0,3
,,,00:12:13,27.39726027,97.63221967,3.563576018,3960.627797,3723.89664,24.65069294,26.21775766,50.00792673,0.940228881,147,342,95,0,3
,,,00:12:15,26.20087336,92.72746129,3.539098106,3790.748929,3568.340647,24.46151487,25.98615728,47.86299153,0.94132867,148,342,95,0,3
,,,00:12:18,26.54867257,90.84446312,3.421808111,3728.443179,3520.038652,24.36525348,25.80780273,47.07630276,0.944104143,148,342,96,0,3
,,,00:12:20,25.64102564,87.39869851,3.408549242,3608.560675,3399.887145,24.21982236,25.70635282,45.56263478,0.942172642,155,342,96,0,3
,,,00:12:22,25.42372881,88.05825112,3.463624544,3769.910607,3517.367516,23.35818015,25.03527161,47.5998814,0.933010854,154,342,96,0,3
,,,00:12:25,26.08695652,92.0050213,3.52685915,3890.167838,3608.014798,23.65065599,25.50017848,49.11828078,0.927470214,154,342,96,0,3
,,,00:12:27,27.02702703,92.78451768,3.433027154,3845.239674,3592.380113,24.12970986,25.8281459,48.55100598,0.934240884,151,342,96,0,3
,,,00:12:29,26.08695652,92.03162773,3.527879063,3832.271788,3606.874372,24.01490103,25.51561774,48.38727006,0.941184387,151,342,96,0,3
,,,00:12:32,24.89626556,88.23728641,3.544197671,3704.675467,3509.242177,23.8178181,25.14425679,46.77620539,0.947246853,150,342,96,0,3
,,,00:12:34,26.78571429,91.57361711,3.418748372,3845.164799,3600.390749,23.8152646,25.43435518,48.5500606,0.936342377,151,342,95,0,3
,,,00:12:36,27.64976959,98.50385543,3.562556105,4002.953037,3790.918995,24.60779692,25.98416256,50.54233633,0.947030595,150,342,95,0,3
,,,00:12:38,28.30188679,99.41265192,3.512580368,3990.36337,3776.197412,24.91318276,26.32612681,50.38337588,0.946329209,151,342,95,0,3
,,,00:12:40,27.02702703,96.72634359,3.578874713,3899.254325,3707.53884,24.80636951,26.08909785,49.23300915,0.950832783,151,342,97,0,3
,,,00:12:43,27.64976959,97.79884645,3.53705828,3939.684017,3736.515246,24.8240331,26.17381169,49.74348506,0.948430186,151,342,96,0,3
,,,00:12:45,28.30188679,103.5115476,3.657408014,4073.09738,3888.128177,25.41347233,26.62246275,51.42799723,0.954587581,151,342,96,0,3
,,,00:12:47,28.98550725,103.5876854,3.573775148,3979.073313,3836.950626,26.03311809,26.9973986,50.24082466,0.964282466,151,342,96,0,3
,,,00:12:49,28.57142857,97.24141934,3.403449677,3809.710863,3705.834866,25.52461928,26.24008432,48.10240988,0.97273389,152,342,95,0,3
,,,00:12:51,29.12621359,103.3478832,3.548277323,4001.070984,3900.336205,25.83005491,26.497173,50.51857303,0.974823046,153,342,95,0,3
,,,00:12:53,30.15075377,104.5231442,3.466684283,4023.923591,3894.138616,25.97542966,26.84114627,50.80711605,0.96774666,153,342,95,0,3
,,,00:12:55,29.26829268,102.6579747,3.507480803,3936.489932,3851.020269,26.0785564,26.65734469,49.7031557,0.978287849,153,342,96,0,3
,,,00:12:57,25.53191489,94.03163843,3.682905839,3589.578752,3533.095924,26.19573074,26.61451613,45.32296404,0.984264775,153,342,96,0,3
,,,00:12:59,30.45685279,98.25334463,3.225984815,3949.690379,3792.028283,24.87621439,25.91049889,49.86982801,0.960082417,154,342,96,0,3
,,,00:13:01,32.0855615,108.252584,3.3738722,4255.503167,4096.405315,25.43825717,26.42623853,53.73110059,0.962613622,154,380,0,0,3
,,,00:13:03,30.15075377,102.585822,3.402429764,4040.192204,3943.781796,25.39132221,26.01204309,51.01252782,0.976137173,154,380,96,0,3
,,,00:13:05,29.55665025,101.7099446,3.441186458,3946.844421,3852.845174,25.76994017,26.39865865,49.8338942,0.976183696,154,380,95,0,3
,,,00:13:07,29.26829268,105.7923415,3.614571668,4167.780111,4083.545333,25.38337884,25.90698348,52.62348625,0.979789054,154,380,96,0,3
,,,00:13:09,27.14932127,100.3483631,3.696164708,3979.809589,3910.141119,25.21436287,25.66361675,50.25012107,0.982494522,154,380,96,0,3
,,,00:13:11,29.26829268,108.7774527,3.716562968,4188.785659,4066.722763,25.96873213,26.74818498,52.88870781,0.970859599,154,380,96,0,3
,,,00:13:14,28.03738318,104.2312957,3.717582881,4045.88185,3940.629209,25.76231823,26.45041951,51.08436679,0.973985241,154,380,96,0,3
,,,00:13:16,30,107.4580336,3.581934452,4113.236834,4011.617379,26.12493223,26.78671055,51.93480851,0.975294529,154,380,96,0,3
,,,00:13:18,28.70813397,105.9928724,3.692085056,4131.715296,4037.82037,25.6534792,26.25002172,52.16812242,0.977274589,154,380,96,0,3
,,,00:13:20,29.12621359,106.7938028,3.666587231,4090.345972,4018.494781,26.10874571,26.57557336,51.64578247,0.982433958,155,380,96,0,3
,,,00:13:22,30.45685279,109.1876403,3.584994191,4121.53728,4072.689781,26.4919696,26.80971206,52.03961212,0.988148233,155,380,96,0,3
,,,00:13:24,29.7029703,108.7570594,3.661487666,4080.19922,4065.636431,26.65484049,26.75031603,51.51766691,0.996430863,155,380,95,0,3
,,,00:13:26,31.57894737,113.9511218,3.60845219,4145.292159,4161.017566,27.48928602,27.38539792,52.33954746,1.003793558,155,380,94,0,3
,,,00:13:28,30.6122449,112.4922409,3.674746535,4176.827293,4213.112762,26.93246164,26.70050559,52.73771835,1.008687328,156,380,96,0,3
,,,00:13:30,29.85074627,110.5159458,3.702284186,4121.367805,4148.055596,26.81535623,26.64283139,52.03747229,1.006475469,156,380,96,0,3
,,,00:13:32,30.92783505,113.6834984,3.675766448,4145.672484,4151.580735,27.42220926,27.38318381,52.34434954,1.001425161,156,380,95,0,3
,,,00:13:33,31.74603175,114.1654995,3.596213234,4172.560511,4238.176924,27.3610171,26.93740765,52.68384483,1.015725695,157,380,97,0,3
,,,00:13:35,32.43243243,115.7408297,3.568675583,4162.359022,4257.976286,27.80654651,27.18212173,52.55503815,1.022971893,158,380,97,0,3
,,,00:13:37,31.41361257,114.6681243,3.650268623,4145.776925,4268.321057,27.65901937,26.86492482,52.34566824,1.029558786,158,380,95,0,3
,,,00:13:39,31.25,112.317919,3.594173408,4113.645375,4234.06586,27.3037437,26.52720168,51.93996685,1.029273424,158,380,97,0,3
,,,00:13:41,31.91489362,115.5865232,3.621711059,4170.104976,4267.966442,27.71789291,27.08234114,52.65284061,1.023467386,158,380,98,0,3
,,,00:13:43,31.0880829,112.6237608,3.622730972,4150.963915,4261.369601,27.13195371,26.42900554,52.41116054,1.026597602,158,380,97,0,3
,,,00:13:45,31.25,112.4454081,3.59825306,4173.546522,4239.211002,26.94241158,26.52507933,52.69629447,1.015733497,159,380,96,0,3
,,,00:13:47,31.57894737,114.788524,3.634969928,4206.944727,4264.408912,27.28548424,26.91780418,53.11798897,1.013659363,159,380,96,0,3
,,,00:13:49,32.0855615,115.2883474,3.593153495,4221.808158,4301.240769,27.30781294,26.80350941,53.30565856,1.018814832,159,380,97,0,3
,,,00:13:51,30.6122449,112.1800226,3.664547405,4190.356277,4298.611032,26.77099874,26.09680703,52.90853885,1.02583426,160,380,97,0,3
,,,00:13:53,25,88.50295047,3.540118019,3541.825113,3599.048543,24.98795046,24.59065206,44.72001405,1.016156481,160,380,98,0,3
,,,00:13:55,32.78688525,120.5503725,3.676786361,4609.06303,4624.089065,26.15507137,26.07008013,58.19524028,1.003260106,161,380,99,0,3
,,,00:13:57,32.25806452,119.8233272,3.714523142,4411.284821,4501.415951,27.16290877,26.6190302,55.69804067,1.020431945,161,380,98,0,3
,,,00:13:59,31.74603175,119.9611956,3.778777661,4297.754985,4413.367116,27.91252549,27.18133172,54.26458315,1.026900587,161,380,95,0,3
,,,00:14:00,33.14917127,119.1100606,3.593153495,4172.619393,4343.205793,28.5456327,27.42445702,52.6845883,1.040882329,161,418,0,0,3
,,,00:14:02,34.68208092,128.6859014,3.71044349,4439.227423,4639.017634,28.98835521,27.73990347,56.0508513,1.045005627,161,418,98,0,3
,,,00:14:04,33.70786517,124.2116516,3.684945665,4338.914057,4548.056496,28.62735929,27.31092978,54.78426839,1.048201563,161,418,95,0,3
,,,00:14:06,34.28571429,122.634339,3.576834887,4311.150822,4530.126319,28.44584753,27.07084314,54.4337225,1.050792817,161,418,93,0,3
,,,00:14:07,34.88372093,125.662769,3.602332712,4405.603245,4639.393598,28.52339669,27.0860332,55.62630359,1.053066593,161,418,93,0,3
,,,00:14:09,31.74603175,118.7955807,3.742060793,4321.53853,4498.22804,27.48918698,26.40941714,54.56488043,1.040885788,161,418,94,0,3
,,,00:14:11,32.60869565,126.5468139,3.88076896,4462.405624,4698.193785,28.35842919,26.93520525,56.34350536,1.052838801,161,418,95,0,3
,,,00:14:13,35.29411765,130.0209089,3.683925752,4433.781708,4675.766542,29.32505871,27.80739965,55.98209227,1.054577525,161,418,95,0,3
,,,00:14:15,33.51955307,124.8168388,3.723702359,4392.325786,4668.907244,28.41702663,26.73363002,55.45865892,1.062969249,162,418,97,0,3
,,,00:14:16,33.51955307,127.0389957,3.789996704,4436.628086,4718.347401,28.63413232,26.92446843,56.01803138,1.06349852,162,418,97,0,3
,,,00:14:18,35.0877193,134.2706516,3.826713572,4522.443097,4725.009185,29.68984878,28.41701389,57.10155425,1.044791296,162,418,96,0,3
,,,00:14:20,35.29411765,135.4564452,3.837932615,4529.563817,4741.363175,29.90496451,28.56909294,57.19146234,1.046759327,162,418,95,0,3
,,,00:14:21,35.50295858,133.2887485,3.754299749,4429.699232,4680.817981,30.0897965,28.47552479,55.93054586,1.056689797,162,418,95,0,3
,,,00:14:23,34.88372093,132.5293926,3.799175921,4473.551012,4733.539803,29.62509922,27.99794617,56.48422995,1.058116872,162,418,97,0,3
,,,00:14:25,36.36363636,138.1147639,3.798156008,4482.842927,4808.632358,30.80963714,28.72225482,56.6015521,1.072674737,163,418,96,0,3
,,,00:14:26,36.36363636,135.7040605,3.731861663,4436.853077,4776.489609,30.58565567,28.41083548,56.02087219,1.07654897,163,418,95,0,3
,,,00:14:28,36.14457831,137.2827473,3.798156008,4458.339635,4828.495848,30.79234839,28.43178322,56.29216711,1.083025575,164,418,95,0,3
,,,00:14:30,37.97468354,139.7409911,3.6798461,4520.784938,4881.773172,30.91078055,28.62504795,57.0806179,1.079850787,164,418,95,0,3
,,,00:14:31,37.03703704,135.7617525,3.665567318,4470.361059,4824.129433,30.36930367,28.14222844,56.44395277,1.079136421,164,418,97,0,3
,,,00:14:33,36.80981595,140.710451,3.82263392,4536.154871,4966.502409,31.01976344,28.33190029,57.27468272,1.094870557,165,418,96,0,3
,,,00:14:34,38.46153846,140.9049035,3.663527492,4473.713677,4899.449735,31.49618274,28.75933241,56.4862838,1.095163904,165,418,96,0,3
,,,00:14:36,37.73584906,139.4009389,3.694124882,4517.486905,4973.679379,30.85807261,28.02772924,57.03897607,1.100983685,165,418,96,0,3
,,,00:14:38,37.26708075,137.1751309,3.680866013,4465.073477,4924.806278,30.72180819,27.85391408,56.37719036,1.102961979,165,418,98,0,3
,,,00:14:39,36.80981595,135.980057,3.694124882,4417.405499,4870.266741,30.782788,27.92045369,55.77532195,1.102517472,165,418,97,0,3
,,,00:14:41,37.5,138.9121504,3.704324012,4401.804114,4848.624822,31.55800368,28.64980392,55.57833477,1.10150854,166,418,95,0,3
,,,00:14:42,38.46153846,144.4353716,3.755319662,4510.938436,5012.631746,32.01891882,28.81427939,56.95629339,1.11121706,166,418,95,0,3
,,,00:14:44,38.70967742,140.8269548,3.638029667,4457.792801,4985.939585,31.5911845,28.24481774,56.28526264,1.118477194,166,418,95,0,3
,,,00:14:46,39.73509934,143.5037852,3.611511929,4509.049248,5011.400589,31.82573029,28.63546482,56.93244001,1.111409593,166,418,97,0,3
,,,00:14:47,37.5,135.4699441,3.612531842,4354.98624,4868.731356,31.10685926,27.8244853,54.9872,1.117967104,166,418,96,0,3
,,,00:14:49,37.26708075,139.0375807,3.73084175,4462.508326,5017.98048,31.15682271,27.70787596,56.3448021,1.12447532,166,418,96,0,3
,,,00:14:50,37.73584906,137.3996002,3.641089406,4368.696927,4914.581699,31.45093434,27.95753711,55.16031473,1.124953683,166,418,96,0,3
,,,00:14:52,37.03703704,141.9945542,3.833852963,4512.477576,4968.779104,31.46709358,28.57735295,56.97572696,1.101119955,167,418,96,0,3
,,,00:14:53,39.21568627,143.1477891,3.650268623,4441.142615,4893.349572,32.23219823,29.2535383,56.07503302,1.10182221,167,418,94,0,3
,,,00:14:55,38.96103896,134.6285158,3.45546524,4233.757077,4707.399462,31.79882865,28.5993396,53.45652875,1.11187283,166,418,95,0,3
,,,00:14:57,38.70967742,136.3261775,3.521759585,4374.696479,4853.538845,31.16243107,28.08799555,55.23606666,1.109457277,167,418,96,0,3
,,,00:14:58,39.47368421,139.419423,3.531958715,4455.531973,4937.198457,31.29130793,28.23856974,56.25671684,1.108105269,167,418,96,0,3
,,,00:15:00,36.58536585,136.5688381,3.732881576,4397.605076,4895.232405,31.05527572,27.89833594,55.52531662,1.113158713,167,418,96,0,3
,,,00:15:01,38.96103896,140.2711514,3.600292886,4390.385085,4904.220404,31.9496237,28.60213037,55.43415512,1.117036503,168,456,95,0,3
,,,00:15:03,40,138.1778131,3.454445327,4343.570314,4843.092487,31.81203551,28.53090529,54.84305952,1.115002668,168,456,95,0,3
,,,00:15:04,40.81632653,148.990556,3.650268623,4610.342999,5155.133251,32.31658818,28.90139765,58.2114015,1.118166968,168,456,94,0,3
,,,00:15:06,38.21656051,138.487295,3.623750885,4403.635198,4969.461311,31.44840313,27.86766739,55.60145452,1.128490687,168,456,92,0,3
,,,00:15:07,44.44444444,148.1366969,3.33307568,4619.660812,5156.920853,32.06657435,28.72580385,58.32905066,1.11629859,168,456,89,0,3
,,,00:15:09,43.47826087,152.3217892,3.503401151,4659.336258,5208.387931,32.69173564,29.24547695,58.83000325,1.117839032,169,456,89,0,3
,,,00:15:10,42.25352113,136.610882,3.233124206,4176.717509,4725.875968,32.70771405,28.9069969,52.73633218,1.131480872,169,456,85,0,3
,,,00:15:11,42.55319149,142.4406154,3.347354462,4353.575408,4930.76764,32.71807699,28.88812165,54.96938647,1.132578898,170,456,79,0,3
,,,00:15:13,43.16546763,154.7039257,3.583974278,4689.602594,5231.795127,32.98870694,29.56995102,59.21215397,1.11561588,170,456,79,0,3
,,,00:15:14,43.79562044,158.6150829,3.621711059,4813.118841,5478.722575,32.9547406,28.95110689,60.77170253,1.138289487,170,456,67,0,3
,,,00:15:15,44.7761194,151.4799142,3.383051417,4480.886381,5137.959809,33.80579227,29.48250275,56.57684825,1.146639163,170,456,54,0,3
,,,00:15:17,43.16546763,141.144219,3.269841074,4444.85581,5031.54434,31.75451017,28.05186827,56.1219168,1.131992702,170,456,54,0,3
,,,00:15:18,40.81632653,122.84748,3.009763259,3467.823531,4034.945152,35.42495138,30.44588597,43.78565065,1.163538201,170,456,26,0,3
